"rank" "feature_density_pos" "weighted_feature_density_pos" "feature_density_zero" 
0.25563 0.9163 0.9187 0.8024
0.25573 0.8732 0.8750 0.9211
0.25583 0.8788 0.8812 0.9274
0.25593 0.9001 0.9025 0.8576
0.25603 0.8954 0.8966 0.9121
0.25612 0.9481 0.9457 0.9589
0.25622 0.9325 0.9331 0.9997
0.25632 0.9307 0.9301 0.9457
0.25642 0.9427 0.9427 0.9361
0.25652 0.9505 0.9493 0.9793
0.25662 0.9517 0.9517 0.9805
0.25672 0.9277 0.9271 0.9031
0.25682 0.9529 0.9517 0.9835
0.25692 0.9553 0.9547 0.9865
0.25702 0.9421 0.9415 0.8960
0.25712 0.9721 0.9697 1.0783
0.25722 0.9595 0.9577 0.9973
0.25732 0.9940 0.9922 1.0582
0.25742 0.9361 0.9355 0.9475
0.25752 0.9913 0.9913 0.9745
0.25762 0.9433 0.9421 0.9499
0.25772 0.9523 0.9523 0.9847
0.25781 0.9535 0.9541 0.9619
0.25791 0.9667 0.9673 0.9703
0.25801 0.9475 0.9469 0.9427
0.25811 0.9517 0.9523 0.8726
0.25821 0.9673 0.9679 0.9769
0.25831 0.9331 0.9361 1.0051
0.25841 0.9397 0.9415 1.0261
0.25851 0.9343 0.9313 0.9589
0.25861 0.9331 0.9319 0.9775
0.25871 0.9409 0.9433 1.0273
0.25881 0.9460 0.9466 1.0150
0.25891 0.9403 0.9403 0.9397
0.25901 0.9433 0.9433 0.9523
0.25911 0.9685 0.9679 1.0423
0.25921 0.9517 0.9493 0.9499
0.25931 0.9511 0.9511 0.9307
0.25940 0.9691 0.9673 0.9661
0.25950 0.9745 0.9733 0.9727
0.25960 0.9505 0.9505 0.9481
0.25970 1.0027 1.0015 1.0699
0.25980 0.9655 0.9667 1.0291
0.25990 0.9829 0.9787 0.9475
0.26000 1.0081 1.0051 1.0657
0.26010 1.0069 1.0045 1.0591
0.26020 1.0141 1.0105 1.0603
0.26030 0.9970 0.9958 0.9832
0.26040 0.9661 0.9655 0.8462
0.26050 0.9673 0.9649 0.9805
0.26060 0.9835 0.9823 1.0459
0.26070 0.8630 0.8624 0.8780
0.26080 0.9421 0.9391 0.9661
0.26090 0.9535 0.9535 0.9673
0.26099 0.7310 0.7322 0.7118
0.26109 0.7358 0.7346 0.7124
0.26119 0.7406 0.7412 0.7124
0.26129 0.7484 0.7472 0.7118
0.26139 0.7946 0.7982 0.7430
0.26149 0.8840 0.8834 0.9091
0.26159 0.9079 0.9079 0.9181
0.26169 0.9121 0.9121 0.9271
0.26179 0.9400 0.9406 1.0336
0.26189 0.9199 0.9211 0.9571
0.26199 0.9229 0.9229 0.9229
0.26209 0.8978 0.8978 0.8612
0.26219 0.8768 0.8810 0.7910
0.26229 0.8786 0.8810 0.7178
0.26239 0.9289 0.9307 0.9055
0.26249 0.9409 0.9415 0.9163
0.26259 0.9463 0.9457 0.9499
0.26268 0.9325 0.9331 0.8510
0.26278 0.9655 0.9673 0.9475
0.26288 0.9463 0.9457 0.8588
0.26298 1.0081 1.0081 1.0381
0.26308 1.0117 1.0135 1.0267
0.26318 0.9553 0.9553 0.8654
0.26328 1.0174 1.0180 1.0390
0.26338 0.9571 0.9541 0.8162
0.26348 0.9169 0.9169 0.7628
0.26358 0.9487 0.9475 0.7964
0.26368 0.9511 0.9493 0.8510
0.26378 0.9301 0.9307 0.9265
0.26388 0.9583 0.9553 0.9691
0.26398 0.9325 0.9319 0.8804
0.26408 0.9331 0.9331 0.8834
0.26418 0.9601 0.9589 0.9109
0.26427 0.9367 0.9361 0.8480
0.26437 0.9613 0.9595 0.9199
0.26447 0.9361 0.9355 0.8492
0.26457 0.9631 0.9613 0.9763
0.26467 0.9427 0.9415 0.9115
0.26477 0.9424 0.9430 0.8542
0.26487 0.9721 0.9703 0.9211
0.26497 0.9469 0.9463 0.9301
0.26507 0.9763 0.9739 0.9985
0.26517 0.9493 0.9481 0.9091
0.26527 0.9493 0.9493 0.8768
0.26537 0.9811 0.9799 0.9817
0.26547 0.9523 0.9523 0.8924
0.26557 0.9835 0.9829 0.8888
0.26567 0.9553 0.9547 0.9217
0.26577 0.9907 0.9895 0.9703
0.26586 0.9649 0.9643 0.8744
0.26596 0.9775 0.9775 0.9919
0.26606 0.9175 0.9205 0.7820
0.26616 0.9445 0.9463 0.8186
0.26626 0.9568 0.9568 0.8326
0.26636 0.9691 0.9703 0.8348
0.26646 0.9769 0.9775 0.8306
0.26656 0.9841 0.9823 0.8240
0.26666 1.0177 1.0171 1.0219
0.26676 0.7286 0.7292 0.7124
0.26686 0.7340 0.7340 0.7052
0.26696 0.8522 0.8504 0.7418
0.26706 0.8810 0.8810 0.7868
0.26716 0.9067 0.9085 1.0141
0.26726 0.8696 0.8690 0.9265
0.26736 0.7544 0.7538 0.7166
0.26746 0.7868 0.7874 0.7220
0.26755 0.8660 0.8666 0.7262
0.26765 0.8828 0.8846 0.7460
0.26775 0.8878 0.8896 0.7840
0.26785 0.9127 0.9139 1.0117
0.26795 0.9223 0.9235 1.0393
0.26805 0.9157 0.9157 0.9373
0.26815 0.9289 0.9283 1.0375
0.26825 0.9295 0.9301 1.0297
0.26835 0.9283 0.9307 1.0123
0.26845 0.9331 0.9337 1.0075
0.26855 0.9349 0.9367 1.0219
0.26865 0.9523 0.9517 1.1136
0.26875 0.9409 0.9415 1.0165
0.26885 0.9313 0.9343 1.0225
0.26895 0.9445 0.9457 1.0519
0.26905 0.9685 0.9679 1.1256
0.26914 0.9295 0.9295 0.9607
0.26924 0.9652 0.9670 1.1230
0.26934 0.9799 0.9799 1.0495
0.26944 0.9355 0.9373 0.8972
0.26954 0.9787 0.9805 1.0819
0.26964 0.9637 0.9655 0.9859
0.26974 0.9961 0.9973 0.9961
0.26984 0.9877 0.9883 1.0507
0.26994 1.0009 1.0021 1.0447
0.27004 0.9991 1.0015 1.0057
0.27014 0.9655 0.9637 0.8600
0.27024 0.9523 0.9529 0.9355
0.27034 0.9517 0.9535 0.9751
0.27044 0.9631 0.9625 0.9739
0.27054 0.9721 0.9703 0.9667
0.27064 0.9919 0.9907 1.0693
0.27073 0.9940 0.9940 1.0630
0.27083 0.9889 0.9877 1.0159
0.27093 0.9991 0.9985 1.0621
0.27103 0.9913 0.9907 0.9877
0.27113 1.0141 1.0123 1.0531
0.27123 1.0291 1.0279 1.0675
0.27133 1.0165 1.0171 1.0243
0.27143 0.9631 0.9607 1.0417
0.27153 0.9661 0.9637 1.0477
0.27163 0.9727 0.9715 1.0513
0.27173 0.9763 0.9739 1.0435
0.27183 0.9811 0.9793 1.0633
0.27193 0.9805 0.9799 1.0699
0.27203 0.9817 0.9823 1.0717
0.27213 0.9871 0.9877 1.0753
0.27223 0.9916 0.9916 1.0672
0.27233 0.9913 0.9901 1.0657
0.27242 0.9919 0.9913 1.0711
0.27252 0.9913 0.9907 1.0741
0.27262 0.9841 0.9841 1.0087
0.27272 0.9937 0.9919 1.0555
0.27282 0.9907 0.9919 1.0651
0.27292 0.9949 0.9925 1.0483
0.27302 1.0051 1.0027 1.0255
0.27312 0.9583 0.9571 0.9685
0.27322 0.9649 0.9637 0.9667
0.27332 1.0015 0.9997 1.0603
0.27342 0.9325 0.9313 0.8864
0.27352 1.0075 1.0045 1.0669
0.27362 0.9703 0.9691 0.9781
0.27372 0.9466 0.9466 0.8980
0.27382 1.0171 1.0147 1.0765
0.27392 0.9793 0.9787 0.9877
0.27401 0.9859 0.9859 0.9763
0.27411 0.9457 0.9469 0.8948
0.27421 0.9847 0.9841 0.9763
0.27431 1.0099 1.0099 1.0393
0.27441 0.9895 0.9913 0.9949
0.27451 0.8864 0.8852 0.7160
0.27461 0.8834 0.8834 0.7136
0.27471 0.8882 0.8882 0.7196
0.27481 0.8870 0.8864 0.7238
0.27491 0.8894 0.8894 0.7178
0.27501 0.8888 0.8894 0.7160
0.27511 0.9559 0.9565 0.8240
0.27521 1.0024 1.0000 0.8836
0.27531 0.8936 0.8936 0.7238
0.27541 0.8936 0.8942 0.7208
0.27551 0.8948 0.8936 0.7190
0.27561 0.8978 0.8972 0.7220
0.27570 0.9361 0.9343 0.7766
0.27580 0.9469 0.9457 0.8408
0.27590 0.9835 0.9817 0.9793
0.27600 0.9853 0.9835 0.9817
0.27610 0.9631 0.9601 0.8978
0.27620 0.9937 0.9913 0.9853
0.27630 0.9763 0.9757 0.8984
0.27640 0.9379 0.9361 0.8216
0.27650 0.9637 0.9625 0.9625
0.27660 0.9559 0.9547 0.9001
0.27670 0.9682 0.9676 0.9868
0.27680 0.9589 0.9577 0.9001
0.27690 0.9823 0.9829 1.0603
0.27700 0.9955 0.9937 1.0633
0.27710 0.9871 0.9865 1.0669
0.27720 0.9883 0.9877 1.0819
0.27729 0.9841 0.9829 1.0891
0.27739 1.0033 1.0045 1.1154
0.27749 0.9967 0.9967 1.1046
0.27759 0.9949 0.9937 1.1088
0.27769 0.9853 0.9859 1.0921
0.27779 1.0069 1.0087 1.1136
0.27789 1.0063 1.0063 1.1118
0.27799 1.0285 1.0285 1.1382
0.27809 1.0039 1.0045 1.1160
0.27819 0.9976 0.9958 1.1158
0.27829 1.0003 1.0015 1.1142
0.27839 1.0069 1.0069 1.1052
0.27849 1.0021 1.0021 1.1082
0.27859 1.0081 1.0099 1.1160
0.27869 1.0087 1.0093 1.1064
0.27879 1.0171 1.0189 1.1178
0.27888 0.9931 0.9931 1.1484
0.27898 0.9043 0.9067 0.8234
0.27908 0.9727 0.9745 0.9487
0.27918 0.9961 0.9991 1.0237
0.27928 1.0021 1.0039 1.0273
0.27938 0.9571 0.9595 0.8834
0.27948 0.9895 0.9901 0.9607
0.27958 0.9529 0.9517 0.8192
0.27968 0.9574 0.9580 0.8182
0.27978 0.9619 0.9613 0.8768
0.27988 0.9763 0.9751 0.9241
0.27998 0.9919 0.9883 1.0429
0.28008 0.9937 0.9919 1.0429
0.28018 0.9961 0.9943 1.0393
0.28028 0.9979 0.9967 1.0447
0.28038 1.0033 0.9991 1.0423
0.28048 1.0027 1.0015 1.0489
0.28057 1.0063 1.0033 1.0441
0.28067 1.0069 1.0063 1.0489
0.28077 1.0123 1.0099 1.0705
0.28087 1.0213 1.0201 1.0567
0.28097 0.9961 0.9961 0.8894
0.28107 0.9397 0.9397 0.8666
0.28117 0.9310 0.9316 0.8710
0.28127 0.7328 0.7310 0.7076
0.28137 0.7382 0.7358 0.7154
0.28147 0.7412 0.7382 0.7124
0.28157 0.7424 0.7400 0.7172
0.28167 0.8120 0.8114 0.7046
0.28177 0.8552 0.8546 0.7292
0.28187 0.8636 0.8630 0.7484
0.28197 0.8654 0.8660 0.6981
0.28207 0.8420 0.8414 0.7124
0.28216 0.8690 0.8702 0.7076
0.28226 0.8720 0.8720 0.7064
0.28236 0.8744 0.8750 0.6999
0.28246 0.8774 0.8774 0.7298
0.28256 0.8774 0.8786 0.7136
0.28266 0.8788 0.8788 0.7313
0.28276 0.8810 0.8810 0.7250
0.28286 0.8816 0.8828 0.7094
0.28296 0.8852 0.8846 0.7190
0.28306 0.8858 0.8864 0.7160
0.28316 0.8906 0.8912 0.7220
0.28326 0.8954 0.8954 0.7340
0.28336 0.8996 0.8990 0.7670
0.28346 0.9019 0.9019 0.7316
0.28356 0.9061 0.9055 0.7250
0.28366 0.9169 0.9157 0.7652
0.28375 0.9277 0.9259 0.8060
0.28385 0.9295 0.9265 0.7820
0.28395 0.9433 0.9427 0.8072
0.28405 0.9487 0.9457 0.8222
0.28415 0.9538 0.9520 0.8224
0.28425 0.9655 0.9631 0.8858
0.28435 0.9607 0.9571 0.9235
0.28445 0.9817 0.9781 1.0579
0.28455 0.9019 0.9043 0.9073
0.28465 0.9481 0.9463 0.9781
0.28475 0.9535 0.9535 0.9277
0.28485 0.9445 0.9445 0.9589
0.28495 0.9625 0.9619 1.1016
0.28505 0.9745 0.9709 1.0765
0.28515 0.9745 0.9721 1.0765
0.28525 0.9757 0.9721 1.0729
0.28535 0.9637 0.9631 1.0321
0.28544 0.9655 0.9619 1.0939
0.28554 0.9769 0.9751 1.0705
0.28564 0.9556 0.9544 1.0540
0.28574 0.9793 0.9757 1.0303
0.28584 0.9577 0.9577 1.0519
0.28594 0.9721 0.9709 1.0861
0.28604 0.9721 0.9715 0.9883
0.28614 0.9883 0.9841 1.0723
0.28624 0.9775 0.9769 1.0921
0.28634 0.9805 0.9781 1.0933
0.28644 0.9787 0.9781 1.0903
0.28654 0.9835 0.9829 1.0897
0.28664 0.9805 0.9799 1.0903
0.28674 0.9973 0.9943 1.0675
0.28684 0.9877 0.9871 1.0489
0.28694 0.9919 0.9901 1.0705
0.28703 0.9955 0.9937 1.1010
0.28713 1.0060 1.0012 1.1062
0.28723 1.0033 1.0039 1.0579
0.28733 0.9949 0.9955 1.1424
0.28743 0.9625 0.9637 1.1394
0.28753 0.9673 0.9679 1.1406
0.28763 0.9829 0.9793 1.1424
0.28773 0.9805 0.9817 1.1634
0.28783 0.9811 0.9811 1.1526
0.28793 1.0027 1.0009 1.1622
0.28803 1.0123 1.0111 1.1640
0.28813 0.9457 0.9445 1.0537
0.28823 0.7292 0.7292 0.7190
0.28833 0.7352 0.7346 0.7124
0.28843 0.7394 0.7394 0.7094
0.28853 0.7484 0.7460 0.7106
0.28862 0.7744 0.7756 0.7181
0.28872 0.8468 0.8504 0.7148
0.28882 0.9073 0.9067 0.7976
0.28892 0.7676 0.7700 0.7364
0.28902 0.8390 0.8426 0.7724
0.28912 0.8780 0.8816 0.7910
0.28922 0.8792 0.8834 0.7742
0.28932 0.8828 0.8864 0.7262
0.28942 0.8822 0.8834 0.7604
0.28952 0.8870 0.8888 0.7460
0.28962 0.8846 0.8888 0.7262
0.28972 0.8858 0.8894 0.7316
0.28982 0.8870 0.8918 0.7502
0.28992 0.8930 0.8936 0.7538
0.29002 0.8918 0.8966 0.7790
0.29012 0.8962 0.8992 0.7750
0.29022 0.9055 0.9067 0.7946
0.29031 0.9169 0.9181 0.7610
0.29041 0.9097 0.9121 0.7574
0.29051 0.9667 0.9679 1.0537
0.29061 0.9481 0.9493 0.8342
0.29071 0.9601 0.9613 0.8336
0.29081 0.9673 0.9679 0.8270
0.29091 0.9625 0.9613 0.9859
0.29101 0.9673 0.9661 0.9307
0.29111 0.9685 0.9679 0.9637
0.29121 0.9697 0.9685 1.0201
0.29131 0.9715 0.9703 0.9445
0.29141 0.9763 0.9757 0.9439
0.29151 0.9757 0.9739 0.9817
0.29161 0.9766 0.9760 0.9436
0.29171 0.9769 0.9751 0.9925
0.29181 0.9793 0.9793 0.9493
0.29190 0.9805 0.9781 0.9985
0.29200 0.9787 0.9757 1.0453
0.29210 0.9979 0.9955 1.0243
0.29220 0.9793 0.9763 0.9871
0.29230 0.9823 0.9799 1.0543
0.29240 0.9847 0.9847 1.0651
0.29250 0.9835 0.9847 1.0645
0.29260 0.9895 0.9889 1.0675
0.29270 0.9949 0.9925 1.0603
0.29280 0.9943 0.9931 1.0573
0.29290 0.9769 0.9763 0.9733
0.29300 0.9937 0.9919 1.0513
0.29310 1.0084 1.0060 1.0486
0.29320 0.9997 1.0003 1.0741
0.29330 1.0075 1.0093 1.0735
0.29340 0.9349 0.9343 0.9817
0.29349 0.8690 0.8702 0.8936
0.29359 0.9361 0.9355 0.9859
0.29369 0.9355 0.9355 0.9775
0.29379 0.9295 0.9301 0.9787
0.29389 0.9385 0.9385 0.9847
0.29399 0.9397 0.9391 0.9787
0.29409 0.8726 0.8738 0.8912
0.29419 0.9421 0.9415 0.9757
0.29429 0.8750 0.8732 0.9019
0.29439 1.0075 1.0081 1.0753
0.29449 0.9325 0.9331 0.9847
0.29459 0.8692 0.8668 0.8902
0.29469 0.9433 0.9433 0.9811
0.29479 0.9421 0.9427 0.9703
0.29489 0.9451 0.9445 0.9787
0.29499 0.9397 0.9379 0.9775
0.29509 0.9451 0.9445 0.9811
0.29518 0.9487 0.9475 0.9799
0.29528 0.8972 0.8948 0.9013
0.29538 0.9613 0.9631 0.9847
0.29548 0.9607 0.9601 0.9769
0.29558 0.9841 0.9829 1.0111
0.29568 0.9829 0.9841 0.9781
0.29578 0.9193 0.9205 0.8222
0.29588 0.8810 0.8858 0.7844
0.29598 0.8876 0.8900 0.7526
0.29608 0.9394 0.9394 0.9118
0.29618 0.9667 0.9667 0.9979
0.29628 0.9481 0.9511 0.9415
0.29638 0.9799 0.9817 1.0165
0.29648 0.9211 0.9235 0.8612
0.29658 0.9871 0.9877 1.0207
0.29668 0.9853 0.9889 1.0063
0.29677 0.9925 0.9919 1.0249
0.29687 0.9601 0.9625 0.9331
0.29697 0.9973 0.9991 1.0081
0.29707 0.9961 0.9979 1.0231
0.29717 1.0021 1.0039 1.0027
0.29727 0.9655 0.9673 0.9499
0.29737 0.9961 0.9979 1.0105
0.29747 0.9721 0.9721 0.9139
0.29757 0.9076 0.9112 0.7756
0.29767 0.9283 0.9259 0.7598
0.29777 0.9469 0.9469 0.8402
0.29787 0.9721 0.9715 0.9133
0.29797 0.9811 0.9799 1.0819
0.29807 0.9955 0.9937 1.0741
0.29817 0.9793 0.9793 1.1022
0.29827 1.0147 1.0141 1.0831
0.29837 1.0147 1.0117 1.0675
0.29846 1.0225 1.0195 1.0525
0.29856 1.0063 1.0051 1.0921
0.29866 0.9553 0.9553 1.0249
0.29876 0.9715 0.9697 1.0531
0.29886 0.9937 0.9925 1.0999
0.29896 0.9919 0.9901 0.9637
0.29906 0.9976 0.9970 1.0402
0.29916 1.0069 1.0063 1.0459
0.29926 1.0111 1.0099 1.0459
0.29936 1.0117 1.0105 1.0675
0.29946 1.0219 1.0213 1.0705
0.29956 1.0393 1.0369 1.1160
0.29966 1.0231 1.0237 1.0837
0.29976 1.0255 1.0267 1.1010
0.29986 1.0153 1.0165 1.0255
0.29996 1.0375 1.0375 1.0969
0.30005 0.9499 0.9463 0.8888
0.30015 0.8774 0.8762 0.7304
0.30025 0.8810 0.8804 0.7220
0.30035 0.8822 0.8816 0.7148
0.30045 0.8990 0.8990 0.7376
0.30055 0.9118 0.9112 0.7373
0.30065 0.9157 0.9163 0.7376
0.30075 0.8966 0.8990 0.9079
0.30085 0.9217 0.9217 1.0903
0.30095 0.9325 0.9349 1.1172
0.30105 0.9421 0.9421 1.1160
0.30115 0.9373 0.9391 0.9703
0.30125 0.9415 0.9427 0.9679
0.30135 0.9457 0.9469 0.9703
0.30145 0.9487 0.9487 0.9673
0.30155 0.9493 0.9529 0.9727
0.30164 0.9637 0.9649 1.0267
0.30174 0.9703 0.9703 1.0207
0.30184 0.9847 0.9835 1.0627
0.30194 0.9859 0.9841 1.0639
0.30204 0.9778 0.9784 1.0822
0.30214 0.9865 0.9865 1.0687
0.30224 0.9889 0.9883 1.0699
0.30234 0.9805 0.9805 1.0969
0.30244 0.9973 0.9955 1.0225
0.30254 0.9859 0.9859 1.0849
0.30264 0.9751 0.9751 1.0357
0.30274 1.0117 1.0123 1.0525
0.30284 1.0027 1.0033 1.1064
0.30294 1.0045 1.0045 1.0783
0.30304 0.9979 0.9979 1.0231
0.30314 0.9889 0.9895 1.0303
0.30324 0.9769 0.9763 0.9907
0.30333 1.0255 1.0237 1.0909
0.30343 0.9793 0.9793 1.0009
0.30353 0.9718 0.9724 1.0660
0.30363 1.0189 1.0219 1.0837
0.30373 1.0261 1.0285 1.0921
0.30383 0.9661 0.9679 1.1208
0.30393 0.9949 0.9955 1.1430
0.30403 1.0033 1.0027 1.1466
0.30413 1.0165 1.0153 1.1910
0.30423 0.9943 0.9955 1.1478
0.30433 1.0087 1.0051 1.1616
0.30443 1.0531 1.0513 1.1892
0.30453 0.8660 0.8648 0.7718
0.30463 0.8054 0.8018 0.8060
0.30473 0.7466 0.7436 0.7154
0.30483 0.8528 0.8504 0.7820
0.30492 0.9937 0.9907 0.8924
0.30502 0.8854 0.8830 0.7912
0.30512 0.8528 0.8504 0.7928
0.30522 0.9187 0.9181 0.8294
0.30532 0.9481 0.9445 0.8624
0.30542 0.9259 0.9259 0.8078
0.30552 0.9253 0.9235 0.8348
0.30562 0.9277 0.9253 0.8234
0.30572 0.9343 0.9331 0.8300
0.30582 0.9511 0.9481 0.9727
0.30592 0.9499 0.9487 0.8360
0.30602 0.9409 0.9397 0.8648
0.30612 0.9547 0.9529 0.9943
0.30622 0.9571 0.9535 1.0015
0.30632 0.9577 0.9559 0.9487
0.30642 0.9253 0.9247 0.8234
0.30651 0.9586 0.9556 0.9712
0.30661 0.9595 0.9565 0.9703
0.30671 0.9613 0.9571 0.9769
0.30681 0.9619 0.9595 0.9937
0.30691 0.9607 0.9571 0.9907
0.30701 0.9337 0.9319 0.8936
0.30711 0.9637 0.9607 0.9823
0.30721 0.9349 0.9331 0.8870
0.30731 0.9673 0.9637 0.9949
0.30741 0.9385 0.9355 0.9121
0.30751 0.9703 0.9673 0.9811
0.30761 0.9355 0.9331 0.8900
0.30771 0.9403 0.9379 0.8948
0.30781 0.9415 0.9397 0.8420
0.30791 0.9415 0.9403 0.8852
0.30801 0.9742 0.9706 0.8956
0.30811 0.9751 0.9739 0.9391
0.30820 0.9781 0.9757 0.9367
0.30830 0.9751 0.9727 0.9775
0.30840 0.9469 0.9457 0.8138
0.30850 0.9805 0.9775 0.9805
0.30860 0.9817 0.9799 0.9751
0.30870 0.9541 0.9517 0.8912
0.30880 0.9883 0.9871 0.9505
0.30890 0.9613 0.9583 0.9049
0.30900 0.9703 0.9691 0.8810
0.30910 0.9739 0.9721 0.8774
0.30920 0.9445 0.9433 0.8396
0.30930 0.9091 0.9091 0.7340
0.30940 0.9139 0.9139 0.7688
0.30950 0.9514 0.9508 0.9124
0.30960 0.9721 0.9715 1.0009
0.30970 0.9553 0.9547 0.9259
0.30979 0.9661 0.9673 0.9277
0.30989 0.9913 0.9925 1.0165
0.30999 0.9763 0.9763 0.9163
0.31009 1.0021 1.0033 1.0093
0.31019 0.9751 0.9757 0.9241
0.31029 1.0087 1.0099 1.0123
0.31039 0.9973 0.9967 0.9649
0.31049 1.0027 1.0027 0.9577
0.31059 1.0057 1.0063 1.0147
0.31069 0.9871 0.9865 0.9433
0.31079 1.0093 1.0117 1.0561
0.31089 1.0027 1.0033 1.0363
0.31099 0.8608 0.8608 0.9130
0.31109 0.9427 0.9433 0.9739
0.31119 0.9481 0.9463 0.9745
0.31129 0.7880 0.7874 0.7982
0.31138 0.8462 0.8462 0.8738
0.31148 0.9067 0.9037 0.9637
0.31158 0.8498 0.8498 0.8792
0.31168 0.9085 0.9067 0.9619
0.31178 0.9109 0.9091 0.9607
0.31188 0.8594 0.8570 0.8714
0.31198 0.9145 0.9127 0.9601
0.31208 0.8570 0.8552 0.8768
0.31218 0.9229 0.9211 0.9589
0.31228 0.9037 0.9043 0.9061
0.31238 0.9415 0.9409 0.9607
0.31248 0.9160 0.9154 0.8764
0.31258 0.9199 0.9193 0.9601
0.31268 0.9487 0.9475 0.9763
0.31278 0.9169 0.9175 0.8816
0.31288 0.9253 0.9229 0.9661
0.31298 0.9553 0.9553 0.9805
0.31307 0.8930 0.8930 0.8948
0.31317 0.9601 0.9583 1.0003
0.31327 0.9319 0.9319 0.9763
0.31337 0.9625 0.9619 0.9955
0.31347 0.9367 0.9379 0.9259
0.31357 0.9679 0.9673 0.9961
0.31367 0.9703 0.9703 0.9943
0.31377 0.9619 0.9631 0.9361
0.31387 0.9721 0.9715 0.9943
0.31397 0.9424 0.9430 0.9286
0.31407 0.9679 0.9661 0.9343
0.31417 0.9709 0.9727 0.9859
0.31427 0.9769 0.9769 0.9709
0.31437 0.9481 0.9493 0.9283
0.31447 1.0015 0.9997 0.9961
0.31457 0.9409 0.9415 0.8798
0.31466 1.0069 1.0081 1.0747
0.31476 0.9397 0.9391 0.8798
0.31486 0.9787 0.9769 0.9721
0.31496 0.9817 0.9805 0.9625
0.31506 0.9445 0.9463 0.8840
0.31516 0.9853 0.9847 0.9817
0.31526 0.9859 0.9853 1.0225
0.31536 1.0027 1.0015 1.0213
0.31546 0.9814 0.9820 0.9826
0.31556 0.9847 0.9859 0.9799
0.31566 1.0189 1.0183 1.0609
0.31576 0.9799 0.9805 0.9709
0.31586 0.9787 0.9781 0.9907
0.31596 0.9841 0.9829 0.9727
0.31606 0.9829 0.9823 0.9763
0.31616 0.8726 0.8720 0.8858
0.31626 0.9853 0.9853 0.9685
0.31635 0.9877 0.9859 0.9655
0.31645 0.9889 0.9889 0.9679
0.31655 0.9565 0.9547 0.9709
0.31665 0.9241 0.9235 0.8882
0.31675 0.8504 0.8498 0.8216
0.31685 0.8912 0.8960 0.9745
0.31695 0.8722 0.8722 0.9280
0.31705 0.8858 0.8864 1.0123
0.31715 0.8882 0.8858 1.0039
0.31725 0.9259 0.9295 1.0327
0.31735 0.8906 0.8906 1.0141
0.31745 0.8906 0.8906 1.0243
0.31755 0.9115 0.9115 0.9955
0.31765 0.9019 0.9025 1.0063
0.31775 0.9133 0.9133 1.0099
0.31785 0.9169 0.9187 0.9859
0.31794 0.9787 0.9775 1.0819
0.31804 0.9235 0.9223 0.9979
0.31814 0.9979 0.9985 1.0747
0.31824 0.9325 0.9343 1.0015
0.31834 0.9433 0.9439 1.0117
0.31844 0.9088 0.9094 0.9184
0.31854 1.0087 1.0111 1.1106
0.31864 0.9415 0.9421 1.0063
0.31874 0.9427 0.9451 1.0117
0.31884 0.9505 0.9523 1.0309
0.31894 0.9451 0.9457 0.9355
0.31904 0.9661 0.9691 1.0069
0.31914 0.9301 0.9319 0.9241
0.31924 0.9403 0.9403 1.0285
0.31934 0.9391 0.9421 1.0417
0.31944 0.9445 0.9445 1.0267
0.31953 0.9481 0.9493 1.0579
0.31963 0.9475 0.9475 1.0477
0.31973 0.9541 0.9541 1.0525
0.31983 0.9469 0.9493 1.0159
0.31993 0.9568 0.9562 1.0468
0.32003 0.9391 0.9403 0.9559
0.32013 0.9889 0.9895 1.1472
0.32023 0.9673 0.9679 1.0747
0.32033 0.9625 0.9643 1.0369
0.32043 0.9613 0.9637 1.0285
0.32053 0.9805 0.9787 1.0807
0.32063 0.9577 0.9595 0.9811
0.32073 1.0189 1.0171 1.1676
0.32083 0.9913 0.9913 1.1028
0.32093 0.9709 0.9703 0.9697
0.32103 0.8960 0.8978 0.7640
0.32113 0.9019 0.9037 0.7352
0.32122 0.9061 0.9091 0.7748
0.32132 0.9163 0.9163 0.7586
0.32142 0.9448 0.9466 0.9202
0.32152 0.9451 0.9475 1.0297
0.32162 0.9157 0.9169 0.8078
0.32172 0.9757 0.9787 1.0243
0.32182 0.8912 0.8930 0.7388
0.32192 0.9043 0.9061 0.7328
0.32202 0.8210 0.8210 0.7304
0.32212 0.8288 0.8282 0.7364
0.32222 0.9079 0.9097 0.8084
0.32232 0.9403 0.9421 0.8552
0.32242 0.9577 0.9589 0.9247
0.32252 0.9637 0.9631 0.9073
0.32262 0.9601 0.9607 0.8990
0.32272 0.9721 0.9733 0.8906
0.32281 0.9799 0.9793 0.8882
0.32291 0.9898 0.9898 0.9418
0.32301 0.9937 0.9937 0.9439
0.32311 0.9955 0.9973 0.9463
0.32321 1.0051 1.0039 0.9355
0.32331 0.9955 0.9943 0.8936
0.32341 1.0129 1.0117 1.0471
0.32351 1.0171 1.0153 1.0579
0.32361 1.0231 1.0219 1.0723
0.32371 1.0261 1.0261 1.0879
0.32381 1.0279 1.0273 1.0855
0.32391 1.0273 1.0273 1.0705
0.32401 1.0345 1.0333 1.0663
0.32411 1.0345 1.0327 1.0753
0.32421 1.0459 1.0441 1.0663
0.32431 1.0435 1.0417 1.1232
0.32440 0.9298 0.9328 0.8092
0.32450 0.9505 0.9505 0.8180
0.32460 0.9643 0.9649 0.8726
0.32470 1.0039 1.0027 1.0537
0.32480 1.0051 1.0069 1.0633
0.32490 1.0081 1.0075 1.0573
