"DataSource","Name","BasinName","ClassName","Mosaic","MosaicDateStart","MosaicDateEnd","ObservedArea","ObservedAreaWater","PercentObserved","PercentWater","EstimatedAreaWater","Threshold"
"Ducks Unlimited","Colusa Semi-permanent Wetland","Colusa","Semi-permanent Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",10671300,7322400,100,68.6176941890866,7322400,0.07897201
"Ducks Unlimited","Colusa Treated Wetland","Colusa","Treated Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",780300,518400,100,66.4359861591695,518400,0.07897201
"Ducks Unlimited","Delta Rice","Delta","Rice","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",15581700,395100,100,2.53566683994686,395100,0.07897201
"Ducks Unlimited","Delta Seasonal Wetland","Delta","Seasonal Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",32896800,6723600,100,20.4384620996571,6723600,0.07897201
"Ducks Unlimited","Delta Semi-permanent Wetland","Delta","Semi-permanent Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",9381600,7115850,100,75.8490023023791,7115850,0.07897201
"Ducks Unlimited","Delta Treated Wetland","Delta","Treated Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",2558700,1152300,100,45.0345878766561,1152300,0.07897201
"Ducks Unlimited","San Joaquin Seasonal Wetland","San Joaquin","Seasonal Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",222447600,15350400,100,6.90068132899613,15350400,0.07897201
"Ducks Unlimited","San Joaquin Semi-permanent Wetland","San Joaquin","Semi-permanent Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",10140300,5327550,100,52.5383864382711,5327550,0.07897201
"Ducks Unlimited","San Joaquin Treated Wetland","San Joaquin","Treated Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",7209900,6619500,100,91.8112595181625,6619500,0.07897201
"Ducks Unlimited","Suisun Seasonal Wetland","Suisun","Seasonal Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",116351100,37703250,100,32.4047215711755,37703250,0.07897201
"Ducks Unlimited","Suisun Semi-permanent Wetland","Suisun","Semi-permanent Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",22231800,15472350,100,69.5955793053194,15472350,0.07897201
"Ducks Unlimited","Sutter Rice","Sutter","Rice","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",294323400,8532900,100,2.89915786512387,8532900,0.07897201
"Ducks Unlimited","Sutter Seasonal Wetland","Sutter","Seasonal Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",13332600,3429900,100,25.7256649115701,3429900,0.07897201
"Ducks Unlimited","Sutter Semi-permanent Wetland","Sutter","Semi-permanent Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",1268100,396000,100,31.2278211497516,396000,0.07897201
"Ducks Unlimited","Tulare Seasonal Wetland","Tulare","Seasonal Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",23385600,913500,40.2472080667895,3.90625,2269722.65625,0.07897201
"Ducks Unlimited","Tulare Semi-permanent Wetland","Tulare","Semi-permanent Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",935100,198900,5.11394398779347,21.2704523580366,3889366.02502406,0.07897201
"Ducks Unlimited","Tulare Treated Wetland","Tulare","Treated Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",5370300,1971900,77.6144640998959,36.7186190715602,2540634.6907994,0.07897201
"Ducks Unlimited","Yolo Rice","Yolo","Rice","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",77770800,1098000,100,1.41184094801648,1098000,0.07897201
"Ducks Unlimited","Yolo Seasonal Wetland","Yolo","Seasonal Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",40587300,12739500,100,31.3878971993702,12739500,0.07897201
"Ducks Unlimited","Yolo Semi-permanent Wetland","Yolo","Semi-permanent Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",5116500,3689550,100,72.1108179419525,3689550,0.07897201
"Ducks Unlimited","Yolo Treated Wetland","Yolo","Treated Wetland","L8_valley_20140419to20140428_water.tif","2014-04-19","2014-04-28",1860300,1359900,100,73.1011127237542,1359900,0.07897201
"Ducks Unlimited","American Rice","American","Rice","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",5784300,2819700,1.45913977274017,48.7474716041699,193243995.721176,0.07897201
"Ducks Unlimited","American Seasonal Wetland","American","Seasonal Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",234900,44100,1.24049429657795,18.7739463601533,3555034.48275862,0.07897201
"Ducks Unlimited","American Semi-permanent Wetland","American","Semi-permanent Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",0,NA,NA,NA,NA,0.07897201
"Ducks Unlimited","Butte Rice","Butte","Rice","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",23272200,4923900,3.90289404015492,21.1578621703148,126160227.496326,0.07897201
"Ducks Unlimited","Butte Seasonal Wetland","Butte","Seasonal Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",12150900,710100,9.10102058700605,5.84401155469965,7802421.64284127,0.07897201
"Ducks Unlimited","Butte Semi-permanent Wetland","Butte","Semi-permanent Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",0,NA,NA,NA,NA,0.07897201
"Ducks Unlimited","Butte Treated Wetland","Butte","Treated Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",0,NA,NA,NA,NA,0.07897201
"Ducks Unlimited","Colusa Rice","Colusa","Rice","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",263881800,38175300,28.7979491914137,14.466818098103,132562564.598809,0.07897201
"Ducks Unlimited","Colusa Seasonal Wetland","Colusa","Seasonal Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",49095000,12447900,53.0399525508765,25.3547204399633,23468912.3978002,0.07897201
"Ducks Unlimited","Colusa Semi-permanent Wetland","Colusa","Semi-permanent Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",5184900,2156400,48.5873323774985,41.5900017358098,4438193.85523347,0.07897201
"Ducks Unlimited","Colusa Treated Wetland","Colusa","Treated Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",524700,282600,67.2433679354095,53.8593481989708,420264.493996569,0.07897201
"Ducks Unlimited","Delta Rice","Delta","Rice","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",15581700,574500,100,3.68701746279289,574500,0.07897201
"Ducks Unlimited","Delta Seasonal Wetland","Delta","Seasonal Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",29404800,3491400,89.3849857736923,11.8735716617695,3906025.12242899,0.07897201
"Ducks Unlimited","Delta Semi-permanent Wetland","Delta","Semi-permanent Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",5772600,3556800,61.5310821181888,61.6152167134393,5780493.17118803,0.07897201
"Ducks Unlimited","Delta Treated Wetland","Delta","Treated Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",1973700,1347300,77.1368272951108,68.2626538987688,1746636.5253078,0.07897201
"Ducks Unlimited","San Joaquin Seasonal Wetland","San Joaquin","Seasonal Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",222447600,15285600,100,6.8715508731045,15285600,0.07897201
"Ducks Unlimited","San Joaquin Semi-permanent Wetland","San Joaquin","Semi-permanent Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",10140300,5360400,100,52.8623413508476,5360400,0.07897201
"Ducks Unlimited","San Joaquin Treated Wetland","San Joaquin","Treated Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",7209900,6471450,100,89.757832979653,6471450,0.07897201
"Ducks Unlimited","Suisun Seasonal Wetland","Suisun","Seasonal Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",116351100,19798650,100,17.0162980839889,19798650,0.07897201
"Ducks Unlimited","Suisun Semi-permanent Wetland","Suisun","Semi-permanent Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",22231800,10986750,100,49.4190753785119,10986750,0.07897201
"Ducks Unlimited","Sutter Rice","Sutter","Rice","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",47360700,10125900,16.0913811134283,21.3803850027554,62927476.0731999,0.07897201
"Ducks Unlimited","Sutter Seasonal Wetland","Sutter","Seasonal Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",312300,36000,2.3423788308357,11.5273775216138,1536899.13544669,0.07897201
"Ducks Unlimited","Sutter Semi-permanent Wetland","Sutter","Semi-permanent Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",0,NA,NA,NA,NA,0.07897201
"Ducks Unlimited","Tulare Seasonal Wetland","Tulare","Seasonal Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",51783300,3937500,89.1203667849011,7.60380277039123,4418181.99593305,0.07897201
"Ducks Unlimited","Tulare Semi-permanent Wetland","Tulare","Semi-permanent Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",10033200,6408000,54.8703056553625,63.8679583781844,11678447.7933262,0.07897201
"Ducks Unlimited","Tulare Treated Wetland","Tulare","Treated Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",6592500,2898900,95.2783558792924,43.9726962457338,3042558.79863481,0.07897201
"Ducks Unlimited","Yolo Rice","Yolo","Rice","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",0,NA,NA,NA,NA,0.07897201
"Ducks Unlimited","Yolo Seasonal Wetland","Yolo","Seasonal Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",3929400,211500,9.68135352684214,5.38250114521301,2184611.88731104,0.07897201
"Ducks Unlimited","Yolo Semi-permanent Wetland","Yolo","Semi-permanent Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",558000,81000,10.9058927000879,14.5161290322581,742717.741935484,0.07897201
"Ducks Unlimited","Yolo Treated Wetland","Yolo","Treated Wetland","L8_valley_20140428to20140506_water.tif","2014-04-28","2014-05-06",0,NA,NA,NA,NA,0.07897201
"Ducks Unlimited","American Rice","American","Rice","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",5784300,2819700,1.45913977274017,48.7474716041699,193243995.721176,0.07897201
"Ducks Unlimited","American Seasonal Wetland","American","Seasonal Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",234900,44100,1.24049429657795,18.7739463601533,3555034.48275862,0.07897201
"Ducks Unlimited","American Semi-permanent Wetland","American","Semi-permanent Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",0,NA,NA,NA,NA,0.07897201
"Ducks Unlimited","Butte Rice","Butte","Rice","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",23272200,4923900,3.90289404015492,21.1578621703148,126160227.496326,0.07897201
"Ducks Unlimited","Butte Seasonal Wetland","Butte","Seasonal Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",12150900,710100,9.10102058700605,5.84401155469965,7802421.64284127,0.07897201
"Ducks Unlimited","Butte Semi-permanent Wetland","Butte","Semi-permanent Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",0,NA,NA,NA,NA,0.07897201
"Ducks Unlimited","Butte Treated Wetland","Butte","Treated Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",0,NA,NA,NA,NA,0.07897201
"Ducks Unlimited","Colusa Rice","Colusa","Rice","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",263881800,38175300,28.7979491914137,14.466818098103,132562564.598809,0.07897201
"Ducks Unlimited","Colusa Seasonal Wetland","Colusa","Seasonal Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",49095000,12447900,53.0399525508765,25.3547204399633,23468912.3978002,0.07897201
"Ducks Unlimited","Colusa Semi-permanent Wetland","Colusa","Semi-permanent Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",5184900,2156400,48.5873323774985,41.5900017358098,4438193.85523347,0.07897201
"Ducks Unlimited","Colusa Treated Wetland","Colusa","Treated Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",524700,282600,67.2433679354095,53.8593481989708,420264.493996569,0.07897201
"Ducks Unlimited","Delta Rice","Delta","Rice","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",15581700,943050,100,6.0522921119005,943050,0.07897201
"Ducks Unlimited","Delta Seasonal Wetland","Delta","Seasonal Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",29404800,3224700,89.3849857736923,10.9665768854065,3607652.86483839,0.07897201
"Ducks Unlimited","Delta Semi-permanent Wetland","Delta","Semi-permanent Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",5772600,3557850,61.5310821181888,61.6334060908429,5782199.62581852,0.07897201
"Ducks Unlimited","Delta Treated Wetland","Delta","Treated Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",1973700,1426500,77.1368272951108,72.2754217966256,1849311.21751026,0.07897201
"Ducks Unlimited","San Joaquin Seasonal Wetland","San Joaquin","Seasonal Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",222447600,7338150,100,3.29882183489505,7338150,0.07897201
"Ducks Unlimited","San Joaquin Semi-permanent Wetland","San Joaquin","Semi-permanent Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",10140300,4996800,100,49.2766486198633,4996800,0.07897201
"Ducks Unlimited","San Joaquin Treated Wetland","San Joaquin","Treated Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",7209900,6404400,100,88.827861690176,6404400,0.07897201
"Ducks Unlimited","Suisun Seasonal Wetland","Suisun","Seasonal Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",116351100,19798650,100,17.0162980839889,19798650,0.07897201
"Ducks Unlimited","Suisun Semi-permanent Wetland","Suisun","Semi-permanent Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",22231800,10986750,100,49.4190753785119,10986750,0.07897201
"Ducks Unlimited","Sutter Rice","Sutter","Rice","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",47360700,10125900,16.0913811134283,21.3803850027554,62927476.0731999,0.07897201
"Ducks Unlimited","Sutter Seasonal Wetland","Sutter","Seasonal Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",312300,36000,2.3423788308357,11.5273775216138,1536899.13544669,0.07897201
"Ducks Unlimited","Sutter Semi-permanent Wetland","Sutter","Semi-permanent Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",0,NA,NA,NA,NA,0.07897201
"Ducks Unlimited","Tulare Seasonal Wetland","Tulare","Seasonal Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",51783300,3609450,89.1203667849011,6.97029737386378,4050084.31878617,0.07897201
"Ducks Unlimited","Tulare Semi-permanent Wetland","Tulare","Semi-permanent Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",10033200,6402600,54.8703056553625,63.8141370649444,11668606.4047363,0.07897201
"Ducks Unlimited","Tulare Treated Wetland","Tulare","Treated Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",6592500,2823300,95.2783558792924,42.8259385665529,2963212.34129693,0.07897201
"Ducks Unlimited","Yolo Rice","Yolo","Rice","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",0,NA,NA,NA,NA,0.07897201
"Ducks Unlimited","Yolo Seasonal Wetland","Yolo","Seasonal Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",3929400,211500,9.68135352684214,5.38250114521301,2184611.88731104,0.07897201
"Ducks Unlimited","Yolo Semi-permanent Wetland","Yolo","Semi-permanent Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",558000,81000,10.9058927000879,14.5161290322581,742717.741935484,0.07897201
"Ducks Unlimited","Yolo Treated Wetland","Yolo","Treated Wetland","L8_valley_20140505to20140514_water.tif","2014-05-05","2014-05-14",0,NA,NA,NA,NA,0.07897201
"Ducks Unlimited","American Rice","American","Rice","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",396418500,279567000,100,70.5231970758176,279567000,0.07897201
"Ducks Unlimited","American Seasonal Wetland","American","Seasonal Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",18936000,2367900,100,12.504752851711,2367900,0.07897201
"Ducks Unlimited","American Semi-permanent Wetland","American","Semi-permanent Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",3985200,2754900,100,69.1282746160795,2754900,0.07897201
"Ducks Unlimited","Butte Rice","Butte","Rice","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",596280600,417083400,100,69.947504580897,417083400,0.07897201
"Ducks Unlimited","Butte Seasonal Wetland","Butte","Seasonal Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",133511400,7531200,100,5.64086662262548,7531200,0.07897201
"Ducks Unlimited","Butte Semi-permanent Wetland","Butte","Semi-permanent Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",3254400,1132200,100,34.7898230088496,1132200,0.07897201
"Ducks Unlimited","Butte Treated Wetland","Butte","Treated Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",246600,168300,100,68.2481751824817,168300,0.07897201
"Ducks Unlimited","Colusa Rice","Colusa","Rice","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",916321500,531165600,100,57.967165454483,531165600,0.07897201
"Ducks Unlimited","Colusa Seasonal Wetland","Colusa","Seasonal Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",92562300,13322700,100,14.3932248874542,13322700,0.07897201
"Ducks Unlimited","Colusa Semi-permanent Wetland","Colusa","Semi-permanent Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",10671300,5042700,100,47.2547862022434,5042700,0.07897201
"Ducks Unlimited","Colusa Treated Wetland","Colusa","Treated Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",780300,506700,100,64.9365628604383,506700,0.07897201
"Ducks Unlimited","Delta Rice","Delta","Rice","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",15581700,2041350,100,13.1009453397254,2041350,0.07897201
"Ducks Unlimited","Delta Seasonal Wetland","Delta","Seasonal Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",32896800,3748200,100,11.3938133800248,3748200,0.07897201
"Ducks Unlimited","Delta Semi-permanent Wetland","Delta","Semi-permanent Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",9381600,6575400,100,70.088257866462,6575400,0.07897201
"Ducks Unlimited","Delta Treated Wetland","Delta","Treated Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",2558700,1595400,100,62.3519756126158,1595400,0.07897201
"Ducks Unlimited","San Joaquin Seasonal Wetland","San Joaquin","Seasonal Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",222447600,7337250,100,3.29841724522989,7337250,0.07897201
"Ducks Unlimited","San Joaquin Semi-permanent Wetland","San Joaquin","Semi-permanent Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",10140300,5009850,100,49.4053430371882,5009850,0.07897201
"Ducks Unlimited","San Joaquin Treated Wetland","San Joaquin","Treated Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",7209900,6611850,100,91.7051554113094,6611850,0.07897201
"Ducks Unlimited","Suisun Seasonal Wetland","Suisun","Seasonal Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",116351100,18245250,100,15.6812011231523,18245250,0.07897201
"Ducks Unlimited","Suisun Semi-permanent Wetland","Suisun","Semi-permanent Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",22231800,12344850,100,55.5278924783418,12344850,0.07897201
"Ducks Unlimited","Sutter Rice","Sutter","Rice","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",294323400,146566800,100,49.7978753982864,146566800,0.07897201
"Ducks Unlimited","Sutter Seasonal Wetland","Sutter","Seasonal Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",13332600,1620000,100,12.1506682867558,1620000,0.07897201
"Ducks Unlimited","Sutter Semi-permanent Wetland","Sutter","Semi-permanent Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",1268100,325800,100,25.6919801277502,325800,0.07897201
"Ducks Unlimited","Tulare Seasonal Wetland","Tulare","Seasonal Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",45305100,4194900,77.9712210157835,9.25922247164227,5380061.95792527,0.07897201
"Ducks Unlimited","Tulare Semi-permanent Wetland","Tulare","Semi-permanent Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",14768100,12344850,80.7648767042378,83.591321835578,15284923.971601,0.07897201
"Ducks Unlimited","Tulare Treated Wetland","Tulare","Treated Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",6431400,2948400,92.9500520291363,45.8438287153652,3172026.19647355,0.07897201
"Ducks Unlimited","Yolo Rice","Yolo","Rice","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",77770800,22380300,100,28.7772531592834,22380300,0.07897201
"Ducks Unlimited","Yolo Seasonal Wetland","Yolo","Seasonal Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",40587300,3429450,100,8.44956427256802,3429450,0.07897201
"Ducks Unlimited","Yolo Semi-permanent Wetland","Yolo","Semi-permanent Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",5116500,3140100,100,61.3720316622691,3140100,0.07897201
"Ducks Unlimited","Yolo Treated Wetland","Yolo","Treated Wetland","L8_valley_20140514to20140522_water.tif","2014-05-14","2014-05-22",1860300,1133100,100,60.9095307208515,1133100,0.07897201
"Ducks Unlimited","American Rice","American","Rice","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",396418500,279567000,100,70.5231970758176,279567000,0.07897201
"Ducks Unlimited","American Seasonal Wetland","American","Seasonal Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",18936000,2367900,100,12.504752851711,2367900,0.07897201
"Ducks Unlimited","American Semi-permanent Wetland","American","Semi-permanent Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",3985200,2754900,100,69.1282746160795,2754900,0.07897201
"Ducks Unlimited","Butte Rice","Butte","Rice","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",596280600,417083400,100,69.947504580897,417083400,0.07897201
"Ducks Unlimited","Butte Seasonal Wetland","Butte","Seasonal Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",133511400,7531200,100,5.64086662262548,7531200,0.07897201
"Ducks Unlimited","Butte Semi-permanent Wetland","Butte","Semi-permanent Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",3254400,1132200,100,34.7898230088496,1132200,0.07897201
"Ducks Unlimited","Butte Treated Wetland","Butte","Treated Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",246600,168300,100,68.2481751824817,168300,0.07897201
"Ducks Unlimited","Colusa Rice","Colusa","Rice","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",916321500,531165600,100,57.967165454483,531165600,0.07897201
"Ducks Unlimited","Colusa Seasonal Wetland","Colusa","Seasonal Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",92562300,13322700,100,14.3932248874542,13322700,0.07897201
"Ducks Unlimited","Colusa Semi-permanent Wetland","Colusa","Semi-permanent Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",10671300,5042700,100,47.2547862022434,5042700,0.07897201
"Ducks Unlimited","Colusa Treated Wetland","Colusa","Treated Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",780300,506700,100,64.9365628604383,506700,0.07897201
"Ducks Unlimited","Delta Rice","Delta","Rice","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",15581700,3169500,100,20.3411694487765,3169500,0.07897201
"Ducks Unlimited","Delta Seasonal Wetland","Delta","Seasonal Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",32896800,3679650,100,11.1854344495513,3679650,0.07897201
"Ducks Unlimited","Delta Semi-permanent Wetland","Delta","Semi-permanent Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",9381600,6418050,100,68.4110386288053,6418050,0.07897201
"Ducks Unlimited","Delta Treated Wetland","Delta","Treated Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",2558700,1308750,100,51.1490209872201,1308750,0.07897201
"Ducks Unlimited","San Joaquin Seasonal Wetland","San Joaquin","Seasonal Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",222447600,4605750,100,2.07048761146445,4605750,0.07897201
"Ducks Unlimited","San Joaquin Semi-permanent Wetland","San Joaquin","Semi-permanent Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",10140300,4368150,100,43.0771278956244,4368150,0.07897201
"Ducks Unlimited","San Joaquin Treated Wetland","San Joaquin","Treated Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",7209900,6649650,100,92.2294345275247,6649650,0.07897201
"Ducks Unlimited","Suisun Seasonal Wetland","Suisun","Seasonal Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",116351100,18245250,100,15.6812011231523,18245250,0.07897201
"Ducks Unlimited","Suisun Semi-permanent Wetland","Suisun","Semi-permanent Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",22231800,12344850,100,55.5278924783418,12344850,0.07897201
"Ducks Unlimited","Sutter Rice","Sutter","Rice","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",294323400,146566800,100,49.7978753982864,146566800,0.07897201
"Ducks Unlimited","Sutter Seasonal Wetland","Sutter","Seasonal Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",13332600,1620000,100,12.1506682867558,1620000,0.07897201
"Ducks Unlimited","Sutter Semi-permanent Wetland","Sutter","Semi-permanent Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",1268100,325800,100,25.6919801277502,325800,0.07897201
"Ducks Unlimited","Tulare Seasonal Wetland","Tulare","Seasonal Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",45305100,4080600,77.9712210157835,9.00693299429865,5233469.40940424,0.07897201
"Ducks Unlimited","Tulare Semi-permanent Wetland","Tulare","Semi-permanent Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",14768100,12357450,80.7648767042378,83.6766408678164,15300524.8126028,0.07897201
"Ducks Unlimited","Tulare Treated Wetland","Tulare","Treated Wetland","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",6431400,2988450,92.9500520291363,46.466554715925,3215113.85390428,0.07897201
"Ducks Unlimited","Yolo Rice","Yolo","Rice","L8_valley_20140521to20140530_water.tif","2014-05-21","2014-05-30",77770800,22380300,100,28.7772531592834,22380300,0.07897201
