"rank" "feature_density_pos" "weighted_feature_density_pos" "feature_density_zero" 
0.22084 0.9121 0.9121 0.9829
0.22094 0.9235 0.9235 0.9997
0.22104 0.9289 0.9289 1.0987
0.22114 0.9405 0.9405 1.0610
0.22124 0.8198 0.8198 1.0183
0.22134 0.7724 0.7724 0.9355
0.22144 0.7988 0.7988 1.1790
0.22154 0.8186 0.8186 1.2006
0.22164 0.8348 0.8348 1.2252
0.22174 0.8240 0.8240 1.1172
0.22184 0.8636 0.8636 1.0711
0.22194 0.8667 0.8667 0.9681
0.22203 0.8780 0.8780 0.9961
0.22213 0.9073 0.9073 1.0975
0.22223 0.7760 0.7760 0.9073
0.22233 0.7778 0.7778 0.7976
0.22243 0.7772 0.7772 0.7958
0.22253 0.7790 0.7790 0.8252
0.22263 0.7803 0.7803 0.8097
0.22273 0.7802 0.7802 0.8186
0.22283 0.7814 0.7814 0.8570
0.22293 0.7814 0.7814 0.8672
0.22303 0.7826 0.7826 0.9055
0.22313 0.7826 0.7826 0.8672
0.22323 0.7856 0.7856 0.8756
0.22333 0.7868 0.7868 0.8684
0.22343 0.7875 0.7875 0.8511
0.22353 0.7892 0.7892 0.8738
0.22362 0.7916 0.7916 0.8900
0.22372 0.7922 0.7922 0.9217
0.22382 0.7952 0.7952 0.8924
0.22392 0.7940 0.7940 0.9001
0.22402 0.7964 0.7964 0.8726
0.22412 0.7953 0.7953 0.8889
0.22422 0.8024 0.8024 1.0867
0.22432 0.8168 0.8168 1.2030
0.22442 0.8192 0.8192 1.0597
0.22452 0.8426 0.8426 1.1874
0.22462 0.8690 0.8690 1.1244
0.22472 0.8516 0.8516 1.0249
0.22482 0.8918 0.8918 0.9961
0.22492 0.9051 0.9051 0.9933
0.22502 0.9373 0.9373 1.0363
0.22512 0.9253 0.9253 0.9817
0.22521 0.8384 0.8384 0.9487
0.22531 0.8048 0.8048 0.8804
0.22541 0.8048 0.8048 0.9403
0.22551 0.8078 0.8078 0.9523
0.22561 0.8091 0.8091 0.8787
0.22571 0.8144 0.8144 0.8456
0.22581 0.8180 0.8180 0.8450
0.22591 0.8240 0.8240 0.9139
0.22601 0.8300 0.8300 0.8678
0.22611 0.8318 0.8318 0.8882
0.22621 0.8330 0.8330 0.8732
0.22631 0.8366 0.8366 0.8732
0.22641 0.8391 0.8391 0.8685
0.22651 0.8402 0.8402 0.8804
0.22661 0.8420 0.8420 0.8600
0.22671 0.8450 0.8450 0.8822
0.22681 0.8480 0.8480 0.8678
0.22690 0.8498 0.8498 0.8630
0.22700 0.8540 0.8540 0.8816
0.22710 0.8559 0.8559 0.8565
0.22720 0.8618 0.8618 0.9055
0.22730 0.8684 0.8684 0.8594
0.22740 0.8750 0.8750 0.8810
0.22750 0.8786 0.8786 0.9937
0.22760 0.8846 0.8846 0.8930
0.22770 0.8858 0.8858 0.9109
0.22780 0.8924 0.8924 0.8372
0.22790 0.9003 0.9003 0.9459
0.22800 0.9367 0.9367 0.9751
0.22810 0.7778 0.7778 0.9163
0.22820 0.7862 0.7862 0.8348
0.22830 0.7856 0.7856 0.8324
0.22840 0.7868 0.7868 0.8342
0.22849 0.7880 0.7880 0.8336
0.22859 0.7875 0.7875 0.8349
0.22869 0.7994 0.7994 0.8642
0.22879 0.8486 0.8486 0.8816
0.22889 0.8786 0.8786 1.0549
0.22899 0.8828 0.8828 1.0597
0.22909 0.8870 0.8870 1.0585
0.22919 0.8846 0.8846 1.0027
0.22929 0.8888 0.8888 1.0633
0.22939 0.8889 0.8889 1.0058
0.22949 0.8984 0.8984 1.0561
0.22959 0.9067 0.9067 1.0495
0.22969 0.9109 0.9109 1.0543
0.22979 0.9139 0.9139 0.9937
0.22989 0.9121 0.9121 1.0531
0.22999 0.9151 0.9151 1.0471
0.23008 0.9417 0.9417 1.0454
0.23018 0.9127 0.9127 1.0591
0.23028 0.9625 0.9625 1.0525
0.23038 0.8420 0.8420 1.1988
0.23048 0.7940 0.7940 1.2846
0.23058 0.8114 0.8114 1.2336
0.23068 0.8360 0.8360 1.0933
0.23078 0.8660 0.8660 1.0873
0.23088 0.9069 0.9069 1.0526
0.23098 0.9073 0.9073 1.0573
0.23108 0.9313 0.9313 1.0447
0.23118 0.9367 0.9367 1.0471
0.23128 0.9403 0.9403 1.0525
0.23138 0.9529 0.9529 1.1574
0.23148 0.9601 0.9601 1.2738
0.23158 0.9303 0.9303 1.1204
0.23168 0.7754 0.7754 0.8792
0.23177 0.7784 0.7784 0.8288
0.23187 0.7802 0.7802 0.8318
0.23197 0.7820 0.7820 0.8768
0.23207 0.7844 0.7844 0.8714
0.23217 0.7898 0.7898 0.8678
0.23227 0.7916 0.7916 0.8408
0.23237 0.7953 0.7953 0.8841
0.23247 0.7976 0.7976 0.8696
0.23257 0.8012 0.8012 0.8666
0.23267 0.8054 0.8054 0.8726
0.23277 0.8126 0.8126 0.9565
0.23287 0.8132 0.8132 0.8408
0.23297 0.8162 0.8162 0.8594
0.23307 0.8211 0.8211 0.8595
0.23317 0.8270 0.8270 0.8702
0.23327 0.8348 0.8348 0.8612
0.23336 0.8414 0.8414 0.8636
0.23346 0.8432 0.8432 0.9151
0.23356 0.8456 0.8456 0.8804
0.23366 0.8474 0.8474 0.8756
0.23376 0.8522 0.8522 0.8540
0.23386 0.8589 0.8589 0.8769
0.23396 0.8636 0.8636 0.8636
0.23406 0.8744 0.8744 0.9475
0.23416 0.8864 0.8864 0.9595
0.23426 0.9187 0.9187 1.0069
0.23436 0.7718 0.7718 0.8786
0.23446 0.7754 0.7754 0.9361
0.23456 0.7767 0.7767 0.8973
0.23466 0.7778 0.7778 0.8798
0.23476 0.7784 0.7784 0.8492
0.23486 0.7796 0.7796 0.8786
0.23496 0.7796 0.7796 0.9661
0.23505 0.7802 0.7802 0.8294
0.23515 0.7826 0.7826 0.8978
0.23525 0.7832 0.7832 0.8582
0.23535 0.7833 0.7833 0.8655
0.23545 0.7844 0.7844 0.8630
0.23555 0.7856 0.7856 0.8702
0.23565 0.7832 0.7832 0.8510
0.23575 0.7880 0.7880 0.8648
0.23585 0.7868 0.7868 0.8768
0.23595 0.7880 0.7880 0.8774
0.23605 0.7893 0.7893 0.8727
0.23615 0.7904 0.7904 0.8774
0.23625 0.7904 0.7904 0.8024
0.23635 0.7928 0.7928 0.8738
0.23645 0.7928 0.7928 0.8786
0.23655 0.7952 0.7952 0.8834
0.23664 0.7946 0.7946 0.8798
0.23674 0.7958 0.7958 0.8906
0.23684 0.7971 0.7971 0.8709
0.23694 0.7970 0.7970 0.8924
0.23704 0.7976 0.7976 0.8444
0.23714 0.7976 0.7976 0.8720
0.23724 0.8000 0.8000 0.8936
0.23734 0.7994 0.7994 0.8684
0.23744 0.8150 0.8150 1.2336
0.23754 0.8145 0.8145 1.0880
0.23764 0.8180 0.8180 1.1136
0.23774 0.8324 0.8324 1.1856
0.23784 0.8588 0.8588 1.2228
0.23794 0.8456 0.8456 1.1130
0.23804 0.8756 0.8756 1.0795
0.23814 0.8906 0.8906 1.0153
0.23823 0.8930 0.8930 0.9979
0.23833 0.8997 0.8997 1.0202
0.23843 0.8696 0.8696 1.0249
0.23853 0.7856 0.7856 0.9409
0.23863 0.7976 0.7976 0.9193
0.23873 0.7898 0.7898 0.9889
0.23883 0.7922 0.7922 0.8468
0.23893 0.7988 0.7988 0.8582
0.23903 0.7983 0.7983 0.9225
0.23913 0.8042 0.8042 0.8480
0.23923 0.7988 0.7988 0.8942
0.23933 0.8102 0.8102 0.8654
0.23943 0.8162 0.8162 0.9025
0.23953 0.8462 0.8462 0.8384
0.23963 0.8318 0.8318 0.8474
0.23973 0.8210 0.8210 0.8312
0.23983 0.8235 0.8235 0.9735
0.23992 0.8240 0.8240 1.1166
0.24002 0.8330 0.8330 1.1682
0.24012 0.8324 0.8324 1.1394
0.24022 0.8396 0.8396 1.0873
0.24032 0.8426 0.8426 1.1250
0.24042 0.8576 0.8576 1.1298
0.24052 0.9213 0.9213 1.0406
0.24062 0.8978 0.8978 1.0561
0.24072 0.9277 0.9277 1.0447
0.24082 0.8960 0.8960 1.0069
0.24092 0.9301 0.9301 1.0453
0.24102 0.8972 0.8972 0.9967
0.24112 0.9493 0.9493 1.0783
0.24122 0.9217 0.9217 1.0057
0.24132 0.8883 0.8883 0.9579
0.24142 0.8996 0.8996 1.0675
0.24151 0.8912 0.8912 0.9529
0.24161 0.8888 0.8888 0.9991
0.24171 0.9181 0.9181 1.0549
0.24181 0.8966 0.8966 1.0111
0.24191 0.9319 0.9319 1.0537
0.24201 0.9549 0.9549 1.0460
0.24211 0.8432 0.8432 1.0027
0.24221 0.8204 0.8204 0.8624
0.24231 0.8240 0.8240 0.8666
0.24241 0.8312 0.8312 0.8792
0.24251 0.8330 0.8330 0.8714
0.24261 0.8366 0.8366 0.8744
0.24271 0.8378 0.8378 0.8942
0.24281 0.8397 0.8397 0.8697
0.24291 0.8444 0.8444 0.8600
0.24301 0.8444 0.8444 0.8708
0.24310 0.8462 0.8462 0.8708
0.24320 0.8474 0.8474 0.8588
0.24330 0.8486 0.8486 0.8582
0.24340 0.8492 0.8492 0.8666
0.24350 0.8553 0.8553 0.8661
0.24360 0.8576 0.8576 0.9067
0.24370 0.8624 0.8624 0.8552
0.24380 0.8660 0.8660 0.8882
0.24390 0.8732 0.8732 0.8678
0.24400 0.8768 0.8768 0.9973
0.24410 0.8768 0.8768 0.9925
0.24420 0.8846 0.8846 0.8438
0.24430 0.8919 0.8919 0.8391
0.24440 0.8972 0.8972 0.9373
0.24450 0.9217 0.9217 0.9493
0.24460 0.8102 0.8102 1.2726
0.24470 0.8564 0.8564 1.0915
0.24479 0.8828 0.8828 1.0837
0.24489 0.9055 0.9055 1.0639
0.24499 0.9141 0.9141 1.0628
0.24509 0.9523 0.9523 1.1568
0.24519 0.9631 0.9631 1.2786
0.24529 0.9919 0.9919 1.1796
0.24539 0.7772 0.7772 0.8972
0.24549 0.7790 0.7790 0.8888
0.24559 0.7820 0.7820 0.8438
0.24569 0.7838 0.7838 0.8708
0.24579 0.7833 0.7833 0.8565
0.24589 0.7862 0.7862 0.8654
0.24599 0.7916 0.7916 0.8618
0.24609 0.7934 0.7934 0.8648
0.24619 0.7976 0.7976 0.8762
0.24629 0.8012 0.8012 0.8792
0.24638 0.8024 0.8024 0.8660
0.24648 0.8049 0.8049 0.8925
0.24658 0.8078 0.8078 0.8420
0.24668 0.8090 0.8090 0.9337
0.24678 0.8132 0.8132 0.9565
0.24688 0.8168 0.8168 0.9583
0.24698 0.8192 0.8192 0.8624
0.24708 0.8252 0.8252 0.8666
0.24718 0.8288 0.8288 0.8654
0.24728 0.8283 0.8283 0.8757
0.24738 0.8354 0.8354 0.8762
0.24748 0.8408 0.8408 0.8660
0.24758 0.8432 0.8432 0.8684
0.24768 0.8504 0.8504 0.8690
0.24778 0.8552 0.8552 0.8534
0.24788 0.8636 0.8636 0.8666
0.24797 0.8745 0.8745 0.9495
0.24807 0.8852 0.8852 0.9955
0.24817 0.8978 0.8978 0.8888
0.24827 0.9259 0.9259 1.0099
0.24837 0.9019 0.9019 1.0543
0.24847 0.8114 0.8114 0.8810
0.24857 0.8414 0.8414 0.8378
0.24867 0.8570 0.8570 0.8426
0.24877 0.8625 0.8625 0.8433
0.24887 0.8684 0.8684 0.8948
0.24897 0.8816 0.8816 1.0045
0.24907 0.8900 0.8900 1.0243
0.24917 0.8942 0.8942 1.0075
0.24927 0.8954 0.8954 1.0621
0.24937 0.9019 0.9019 1.0615
0.24947 0.9033 0.9033 0.9501
0.24957 0.9127 0.9127 0.9991
0.24966 0.9319 0.9319 1.0453
0.24976 0.9409 0.9409 1.0231
0.24986 0.9421 0.9421 0.9919
0.24996 0.9739 0.9739 1.0465
0.25006 0.9795 0.9795 1.0400
0.25016 0.9889 0.9889 1.0387
0.25026 0.8636 0.8636 0.9673
0.25036 0.7784 0.7784 0.9295
0.25046 0.7796 0.7796 0.8906
0.25056 0.7802 0.7802 0.8846
0.25066 0.7820 0.7820 0.9031
0.25076 0.7838 0.7838 0.8150
0.25086 0.7832 0.7832 0.8870
0.25096 0.7868 0.7868 0.8384
0.25106 0.7862 0.7862 0.8594
0.25116 0.7868 0.7868 0.8444
0.25125 0.7868 0.7868 0.8732
0.25135 0.7876 0.7876 0.8722
0.25145 0.7886 0.7886 0.8414
0.25155 0.7892 0.7892 0.8624
0.25165 0.7892 0.7892 0.8642
0.25175 0.7898 0.7898 0.8798
0.25185 0.7916 0.7916 0.8774
0.25195 0.7934 0.7934 0.8462
0.25205 0.7934 0.7934 0.8594
0.25215 0.7946 0.7946 0.8504
0.25225 0.7946 0.7946 0.8510
0.25235 0.7964 0.7964 0.8882
0.25245 0.7976 0.7976 0.8642
0.25255 0.7988 0.7988 0.8846
0.25265 0.7994 0.7994 0.8912
0.25275 0.7994 0.7994 0.8756
0.25284 0.8008 0.8008 0.8542
0.25294 0.8012 0.8012 0.8846
0.25304 0.8036 0.8036 0.9271
0.25314 0.8030 0.8030 0.8438
0.25324 0.8048 0.8048 0.9289
0.25334 0.8054 0.8054 0.9133
0.25344 0.8246 0.8246 1.1178
0.25354 0.8498 0.8498 0.9673
0.25364 0.8822 0.8822 0.9889
0.25374 0.8876 0.8876 1.0177
0.25384 0.9121 0.9121 1.0297
0.25394 0.9307 0.9307 1.0165
0.25404 0.9955 0.9955 1.0633
0.25414 0.8588 0.8588 0.9451
0.25424 0.8084 0.8084 0.8702
0.25434 0.8092 0.8092 0.8812
0.25444 0.8108 0.8108 0.8876
0.25453 0.8126 0.8126 0.9313
0.25463 0.8132 0.8132 0.9367
0.25473 0.8150 0.8150 0.9397
0.25483 0.8156 0.8156 0.9403
0.25493 0.8186 0.8186 0.9253
0.25503 0.8270 0.8270 1.2732
0.25513 0.8288 0.8288 1.0927
0.25523 0.8324 0.8324 1.0723
0.25533 0.8396 0.8396 1.1808
0.25543 0.8348 0.8348 1.0771
0.25553 0.8630 0.8630 1.2474
0.25563 0.8564 0.8564 1.1280
0.25573 0.8828 0.8828 1.2084
0.25583 0.8848 0.8848 0.9976
0.25593 0.8852 0.8852 0.9919
0.25603 0.8738 0.8738 0.9439
0.25612 0.8978 0.8978 0.9889
0.25622 0.9013 0.9013 0.9925
0.25632 0.8870 0.8870 0.9547
0.25642 0.9313 0.9313 0.9847
0.25652 0.9601 0.9601 1.0663
0.25662 0.9535 0.9535 1.0141
0.25672 0.9505 0.9505 1.0459
0.25682 0.9457 0.9457 0.9943
0.25692 1.0021 1.0021 1.0309
0.25702 0.9637 0.9637 0.9835
0.25712 1.0057 1.0057 1.0309
0.25722 0.9589 0.9589 0.9985
0.25732 0.8866 0.8866 0.9148
0.25742 0.8516 0.8516 0.8684
0.25752 0.8540 0.8540 0.8696
0.25762 0.8552 0.8552 0.8918
0.25772 0.8570 0.8570 0.8660
0.25781 0.8588 0.8588 0.8732
0.25791 0.8606 0.8606 0.8708
0.25801 0.8648 0.8648 0.9109
0.25811 0.8702 0.8702 0.9229
0.25821 0.8786 0.8786 0.8918
0.25831 0.8900 0.8900 1.0009
0.25841 0.8972 0.8972 0.8918
0.25851 0.9007 0.9007 0.9499
0.25861 0.9151 0.9151 0.9565
0.25871 0.8660 0.8660 1.1850
0.25881 0.8242 0.8242 1.2394
0.25891 0.8828 0.8828 1.0855
0.25901 0.9097 0.9097 1.0741
0.25911 0.9469 0.9469 1.0669
0.25921 0.9559 0.9559 1.1694
0.25931 0.9547 0.9547 1.2738
0.25940 0.9835 0.9835 1.1592
0.25950 1.0093 1.0093 1.0321
0.25960 1.0093 1.0093 1.0309
0.25970 0.7700 0.7700 1.0039
0.25980 0.7904 0.7904 0.9091
0.25990 0.8336 0.8336 0.8414
0.26000 0.8516 0.8516 0.8402
0.26010 0.8624 0.8624 0.8360
0.26020 0.8750 0.8750 0.8936
0.26030 0.8830 0.8830 1.0120
0.26040 0.8906 0.8906 1.0693
0.26050 0.8936 0.8936 1.0699
0.26060 0.8954 0.8954 1.0141
0.26070 0.9019 0.9019 1.0669
0.26080 0.9253 0.9253 0.9709
0.26090 0.9385 0.9385 1.0003
0.26099 0.8366 0.8366 0.9289
0.26109 0.7850 0.7850 0.8990
0.26119 0.7862 0.7862 0.8786
0.26129 0.7880 0.7880 0.9289
0.26139 0.7934 0.7934 0.8732
0.26149 0.7946 0.7946 0.8552
0.26159 0.7982 0.7982 0.8978
0.26169 0.8036 0.8036 0.8636
0.26179 0.8104 0.8104 0.8740
0.26189 0.8162 0.8162 0.8906
0.26199 0.8234 0.8234 0.8672
0.26209 0.8276 0.8276 0.8882
0.26219 0.8312 0.8312 0.8858
0.26229 0.8348 0.8348 0.8702
0.26239 0.8432 0.8432 0.8684
0.26249 0.8456 0.8456 0.8618
0.26259 0.8492 0.8492 0.8774
0.26268 0.8522 0.8522 0.8804
0.26278 0.8546 0.8546 0.9013
0.26288 0.8648 0.8648 0.8486
0.26298 0.8756 0.8756 1.0051
0.26308 0.8864 0.8864 0.8870
0.26318 0.8888 0.8888 0.8996
0.26328 0.8932 0.8932 0.9466
0.26338 0.8990 0.8990 0.8894
0.26348 0.9043 0.9043 0.9697
0.26358 0.9211 0.9211 0.8408
0.26368 0.9343 0.9343 1.0027
0.26378 0.9637 0.9637 1.0489
0.26388 0.7814 0.7814 0.8552
0.26398 0.7820 0.7820 0.8606
0.26408 0.7820 0.7820 0.8384
0.26418 0.7826 0.7826 0.8720
0.26427 0.7826 0.7826 0.8306
0.26437 0.7844 0.7844 0.8546
0.26447 0.7844 0.7844 0.8570
0.26457 0.7856 0.7856 0.8912
0.26467 0.7850 0.7850 0.8300
0.26477 0.7870 0.7870 0.8656
0.26487 0.7862 0.7862 0.8552
0.26497 0.7874 0.7874 0.8324
0.26507 0.7892 0.7892 0.8228
0.26517 0.7886 0.7886 0.8852
0.26527 0.7892 0.7892 0.8534
0.26537 0.7904 0.7904 0.8738
0.26547 0.7910 0.7910 0.8654
0.26557 0.7910 0.7910 0.8660
0.26567 0.7928 0.7928 0.8714
0.26577 0.7928 0.7928 0.8810
0.26586 0.7892 0.7892 1.0189
0.26596 0.7952 0.7952 0.9835
0.26606 0.8468 0.8468 1.1028
0.26616 0.8492 0.8492 0.9727
0.26626 0.8890 0.8890 1.0270
0.26636 0.8636 0.8636 0.9625
0.26646 0.9187 0.9187 0.9967
0.26656 0.9145 0.9145 1.1628
0.26666 0.8834 0.8834 1.0927
0.26676 0.9565 0.9565 1.0237
0.26686 0.9469 0.9469 1.0321
0.26696 0.9463 0.9463 1.0003
0.26706 0.9535 0.9535 0.9931
0.26716 0.9031 0.9031 0.9487
0.26726 0.7982 0.7982 0.8978
0.26736 0.7994 0.7994 0.8726
0.26746 0.8006 0.8006 0.8690
0.26755 0.7994 0.7994 0.8966
0.26765 0.8030 0.8030 0.9157
0.26775 0.8044 0.8044 0.9070
0.26785 0.8054 0.8054 0.8660
0.26795 0.8060 0.8060 0.8864
0.26805 0.8060 0.8060 0.8936
0.26815 0.8078 0.8078 0.9283
0.26825 0.8090 0.8090 0.8360
0.26835 0.8108 0.8108 0.8798
0.26845 0.8132 0.8132 0.8312
0.26855 0.8150 0.8150 0.9313
0.26865 0.8162 0.8162 0.8834
0.26875 0.8162 0.8162 0.9841
0.26885 0.8198 0.8198 0.9319
0.26895 0.8186 0.8186 0.9373
0.26905 0.8222 0.8222 0.9805
0.26914 0.8228 0.8228 0.9841
0.26924 0.8260 0.8260 0.9634
0.26934 0.8288 0.8288 0.9295
0.26944 0.8348 0.8348 0.9463
0.26954 0.8420 0.8420 0.9007
0.26964 0.8468 0.8468 0.8612
0.26974 0.8492 0.8492 0.8816
0.26984 0.8528 0.8528 0.8540
0.26994 0.8456 0.8456 1.1112
0.27004 0.8612 0.8612 1.1154
0.27014 0.8924 0.8924 1.0783
0.27024 0.8906 0.8906 0.9517
0.27034 0.9229 0.9229 0.9997
0.27044 0.9439 0.9439 0.9925
0.27054 0.9397 0.9397 0.9955
0.27064 0.9637 0.9637 1.1226
0.27073 0.8614 0.8614 0.8650
0.27083 0.8642 0.8642 0.8708
0.27093 0.8564 0.8564 0.9685
0.27103 0.8546 0.8546 1.0735
0.27113 0.8582 0.8582 1.0843
0.27123 0.8630 0.8630 1.1100
0.27133 0.8720 0.8720 1.2258
0.27143 0.9043 0.9043 0.9811
0.27153 0.8972 0.8972 0.9439
0.27163 0.9067 0.9067 0.9853
0.27173 0.9175 0.9175 1.0021
0.27183 0.9169 0.9169 0.9469
0.27193 0.9289 0.9289 1.0063
0.27203 0.9619 0.9619 1.1934
0.27213 0.9541 0.9541 0.9895
0.27223 0.9676 0.9676 1.0090
0.27233 0.9679 0.9679 0.9955
0.27242 0.9991 0.9991 1.0147
0.27252 0.9787 0.9787 1.0063
0.27262 0.9757 0.9757 1.0867
0.27272 0.9481 0.9481 0.9973
0.27282 0.9211 0.9211 0.9511
0.27292 0.8912 0.8912 0.8936
0.27302 0.8954 0.8954 1.0027
0.27312 0.9187 0.9187 0.8954
0.27322 0.8222 0.8222 1.0123
0.27332 0.7760 0.7760 1.0051
0.27342 0.7844 0.7844 0.8756
0.27352 0.7886 0.7886 0.8306
0.27362 0.8210 0.8210 0.8246
0.27372 0.8506 0.8506 0.8368
0.27382 0.8576 0.8576 0.8318
0.27392 0.8654 0.8654 0.8360
0.27401 0.8762 0.8762 0.9205
0.27411 0.8864 0.8864 0.9889
0.27421 0.8924 0.8924 1.0117
0.27431 0.8948 0.8948 1.0681
0.27441 0.8984 0.8984 1.0675
0.27451 0.9013 0.9013 0.9901
0.27461 0.9043 0.9043 1.0069
0.27471 0.9217 0.9217 1.0537
0.27481 0.9427 0.9427 1.0615
0.27491 0.9229 0.9229 0.9541
0.27501 0.7862 0.7862 0.8924
0.27511 0.7874 0.7874 0.8450
0.27521 0.7888 0.7888 0.8530
0.27531 0.7916 0.7916 0.8354
0.27541 0.7946 0.7946 0.8618
0.27551 0.7988 0.7988 0.8804
0.27561 0.8018 0.8018 0.8690
0.27570 0.8060 0.8060 0.8384
0.27580 0.8096 0.8096 0.8948
0.27590 0.8108 0.8108 0.9421
0.27600 0.8180 0.8180 0.8690
0.27610 0.8234 0.8234 0.8660
0.27620 0.8276 0.8276 0.8792
0.27630 0.8318 0.8318 0.8618
0.27640 0.8324 0.8324 0.9175
0.27650 0.8360 0.8360 0.8654
0.27660 0.8408 0.8408 0.8636
0.27670 0.8446 0.8446 0.9070
0.27680 0.8456 0.8456 0.8720
0.27690 0.8516 0.8516 0.8720
0.27700 0.8564 0.8564 0.8510
0.27710 0.8384 0.8384 0.9973
0.27720 0.8444 0.8444 0.9691
0.27729 0.8600 0.8600 1.0207
0.27739 0.8582 0.8582 1.0585
0.27749 0.8978 0.8978 0.9061
0.27759 0.9205 0.9205 1.0021
0.27769 0.9427 0.9427 1.1118
0.27779 0.9325 0.9325 1.1106
0.27789 0.9403 0.9403 0.9577
0.27799 0.9451 0.9451 0.9439
0.27809 0.9727 0.9727 1.0555
0.27819 0.9784 0.9784 0.9802
0.27829 0.9613 0.9613 0.9463
0.27839 0.9643 0.9643 0.9907
0.27849 1.0039 1.0039 1.0285
0.27859 0.9781 0.9781 1.0399
0.27869 0.9979 0.9979 1.0321
0.27879 0.9955 0.9955 1.0459
0.27888 1.0027 1.0027 1.0357
0.27898 0.9403 0.9403 0.9949
0.27908 0.7814 0.7814 0.8606
0.27918 0.7832 0.7832 0.8570
0.27928 0.7838 0.7838 0.8834
0.27938 0.7850 0.7850 0.9187
0.27948 0.7868 0.7868 0.8960
0.27958 0.7868 0.7868 0.8528
0.27968 0.7894 0.7894 0.8938
0.27978 0.7892 0.7892 0.8618
0.27988 0.7892 0.7892 0.8702
0.27998 0.7910 0.7910 0.8660
0.28008 0.7916 0.7916 0.9019
0.28018 0.7922 0.7922 0.8786
0.28028 0.7940 0.7940 0.8150
0.28038 0.7940 0.7940 0.8510
0.28048 0.7952 0.7952 0.8186
0.28057 0.7970 0.7970 0.8990
0.28067 0.7970 0.7970 0.8402
0.28077 0.8000 0.8000 0.8480
0.28087 0.7988 0.7988 0.8408
0.28097 0.8012 0.8012 0.8570
0.28107 0.8024 0.8024 0.8960
0.28117 0.8056 0.8056 0.9052
0.28127 0.8066 0.8066 0.8960
0.28137 0.8078 0.8078 0.8372
0.28147 0.8084 0.8084 0.8510
0.28157 0.8108 0.8108 0.8702
0.28167 0.8108 0.8108 0.8798
0.28177 0.8108 0.8108 0.8480
0.28187 0.8126 0.8126 0.8408
0.28197 0.8138 0.8138 0.9127
0.28207 0.8138 0.8138 0.9601
0.28216 0.8156 0.8156 0.9211
0.28226 0.8150 0.8150 0.8858
0.28236 0.8174 0.8174 0.8930
0.28246 0.8180 0.8180 0.9043
0.28256 0.8204 0.8204 0.8918
0.28266 0.8230 0.8230 0.9706
0.28276 0.8228 0.8228 0.9001
0.28286 0.8234 0.8234 1.0261
0.28296 0.8252 0.8252 0.9331
0.28306 0.8276 0.8276 0.9811
0.28316 0.8294 0.8294 0.9139
0.28326 0.8306 0.8306 0.8756
0.28336 0.8348 0.8348 0.8762
0.28346 0.8438 0.8438 0.9019
0.28356 0.8516 0.8516 0.9331
0.28366 0.8522 0.8522 0.8696
0.28375 0.8522 0.8522 0.8660
0.28385 0.8552 0.8552 0.8798
0.28395 0.8552 0.8552 0.8894
0.28405 0.8576 0.8576 0.8708
0.28415 0.8620 0.8620 0.8650
0.28425 0.8654 0.8654 0.8786
0.28435 0.8498 0.8498 1.0867
0.28445 0.8546 0.8546 1.0927
0.28455 0.8660 0.8660 1.0939
0.28465 0.8816 0.8816 1.1226
0.28475 0.8912 0.8912 1.2102
0.28485 0.8870 0.8870 1.1124
0.28495 0.9133 0.9133 1.1094
0.28505 0.9355 0.9355 1.0357
0.28515 0.9025 0.9025 0.9535
0.28525 0.9355 0.9355 0.9829
0.28535 0.9523 0.9523 0.9853
0.28544 0.9685 0.9685 1.0423
0.28554 1.0033 1.0033 1.0543
0.28564 0.9172 0.9172 0.9598
0.28574 0.8768 0.8768 1.1358
0.28584 0.8720 0.8720 1.1340
0.28594 0.8888 0.8888 1.1628
0.28604 0.8954 0.8954 1.1568
0.28614 0.9073 0.9073 1.2750
0.28624 0.9085 0.9085 0.9379
0.28634 0.9193 0.9193 0.9967
0.28644 0.9211 0.9211 0.9847
0.28654 0.9181 0.9181 0.9955
0.28664 0.9241 0.9241 0.9391
0.28674 0.9271 0.9271 0.9925
0.28684 0.9625 0.9625 1.0465
0.28694 0.9595 0.9595 1.0639
0.28703 0.9709 0.9709 1.0585
0.28713 0.9820 0.9820 1.0684
0.28723 0.9805 0.9805 1.0597
0.28733 0.9721 0.9721 1.0657
0.28743 0.9949 0.9949 1.0429
0.28753 1.0039 1.0039 1.0309
0.28763 1.0135 1.0135 1.1190
0.28773 1.0159 1.0159 1.0429
0.28783 0.8390 0.8390 1.0153
0.28793 0.7814 0.7814 0.9559
0.28803 0.7868 0.7868 0.8762
0.28813 0.7916 0.7916 0.8702
0.28823 0.8348 0.8348 0.8342
0.28833 0.8564 0.8564 0.8318
0.28843 0.8624 0.8624 0.8522
0.28853 0.8726 0.8726 0.9451
0.28862 0.8800 0.8800 0.9610
0.28872 0.8882 0.8882 1.0693
0.28882 0.8930 0.8930 1.0657
0.28892 0.9031 0.9031 1.0669
0.28902 0.9121 0.9121 1.0129
0.28912 0.9139 0.9139 1.0141
0.28922 0.9373 0.9373 1.0591
0.28932 0.9343 0.9343 1.0663
0.28942 0.9691 0.9691 1.1634
0.28952 0.9799 0.9799 1.1790
0.28962 1.0081 1.0081 1.0273
0.28972 1.0105 1.0105 1.0393
0.28982 1.0141 1.0141 1.0273
0.28992 1.0177 1.0177 1.0267
0.29002 1.0165 1.0165 1.0291
0.29012 0.7876 0.7876 0.7972
